CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount,DayNightUsage,SkinType,MaximumUsageDuration,ProductVolume,ProductRating,ReviewCount,ProductForm,TargetDemographic,IngredientCount,PackagingType,RecyclablePackaging,Certifications
32829,Crest Pro Health Gum and Enamel Repair Advanced Whitening,,,1036,The Procter & Gamble Company,Crest,68,Oral Hygiene Products,167,Teeth Whitening Products,656,13463-67-7,52954,Titanium dioxide,04/17/2018,08/12/2019,2000-01-01,04/17/2018,04/17/2018,2000-01-01,1,Night,Sensitive,24 months,50ml,4.0,1963.0,cream,Women,15.0,tube,Yes,None
39745,SEPHORA - CRAYON LEVRES LONGUE TENUE / LIP STAIN LINER,62140.0,84 ROSE REDUX,198,S+,SEPHORA,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",1001,12001-26-2,65044,Mica,10/01/2019,10/01/2019,2000-01-01,10/01/2019,10/01/2019,2000-01-01,2,Both,Dry,12 months,30g,1.0,4473.0,gel,Men,19.0,box,Yes,None
4417,Wings Extraordinary Perfumed Shower Gel,,,69,"Elizabeth Arden, Inc.",Wings,6,Bath Products,159,Body Washes and Soaps,92,25013-16-5,7969,Butylated hydroxyanisole,10/14/2009,01/18/2017,02/06/2015,10/14/2009,10/14/2009,2000-01-01,1,Both,Oily,12 months,50ml,1.0,797.0,liquid,Women,18.0,box,Yes,None
3130,Crest Baking Soda & Peroxide with Tartar Protection Fluoride Anticavity  Toothpaste  - Fresh Mint,,,1036,The Procter & Gamble Company,Crest,68,Oral Hygiene Products,69,Teeth Cleaning Products,656,13463-67-7,5519,Titanium dioxide,10/09/2009,10/09/2009,2000-01-01,10/09/2009,10/09/2009,2000-01-01,1,Night,Dry,12 months,15g,1.0,4381.0,powder,Women,25.0,jar,No,Organic
29145,"Modernist Eye Shadow Palette, Infinity",45454.0,Shade 4,361,"Kingdom Animalia, LLC.",Hourglass Cosmetics,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,47249,Titanium dioxide,11/01/2016,11/01/2016,2000-01-01,11/01/2016,11/01/2016,2000-01-01,1,Both,Normal,24 months,100ml,3.0,3392.0,cream,Adults,29.0,tube,No,None
9080,SATIN LIPSTICK,14883.0,X-S,404,MAKEUP ART COSMETICS,MAC,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,13980,Titanium dioxide,12/18/2009,12/30/2010,2000-01-01,12/18/2009,12/18/2009,2000-01-01,1,Both,Sensitive,36 months,200ml,5.0,2323.0,solid,Women,3.0,tube,No,Vegan
8245,NARS Single Eyeshadow,13029.0,Nymphea,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,22040,Titanium dioxide,12/11/2009,09/13/2018,2000-01-01,06/30/2010,08/05/2014,2000-01-01,2,Day,Sensitive,24 months,200ml,3.0,4601.0,gel,Children,24.0,box,Yes,None
11273,Colorstay Mineral Lipglaze- Timeless Nude,,,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,16548,Titanium dioxide,05/14/2010,05/14/2010,2000-01-01,05/14/2010,05/14/2010,2000-01-01,1,Day,Dry,36 months,200ml,5.0,398.0,cream,Children,29.0,bottle,Yes,None
17354,Eye Shadow,27646.0,Airy,91,Merle Norman Cosmetics,Merle Norman,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,27080,Titanium dioxide,11/22/2011,05/08/2013,2000-01-01,11/22/2011,11/22/2011,2000-01-01,1,Both,Dry,24 months,100ml,5.0,782.0,solid,Teens,26.0,bottle,Yes,None
16723,L'Oreal Visible Lift Smooth Absolute Foundation,25612.0,natural,67,L'Oreal USA,L'OREAL,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,26016,Titanium dioxide,06/28/2011,06/28/2011,2000-01-01,06/28/2011,06/28/2011,2000-01-01,1,Day,Normal,24 months,15g,3.0,4581.0,liquid,Teens,23.0,jar,No,Vegan
29496,Creative Play Nail Lacquer,45620.0,A LILAC-Y STORY,1135,"Creative Nail Design, Inc.",CND,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,47699,Titanium dioxide,01/18/2017,01/20/2017,2000-01-01,01/18/2017,01/18/2017,2000-01-01,1,Night,Oily,36 months,15g,5.0,729.0,cream,Teens,20.0,box,Yes,Organic
29025,Born This Way Concealer Medium,,,1103,Too Faced Cosmetics,Too Faced Cosmetics ,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,47091,Titanium dioxide,09/26/2016,09/26/2016,2000-01-01,09/26/2016,09/26/2016,2000-01-01,1,Night,Dry,24 months,30g,2.0,1410.0,liquid,Adults,11.0,tube,No,None
36640,Super Lustrous Lipstick - Cream,58317.0,Naughty Plum,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,59949,Titanium dioxide,02/24/2019,02/24/2019,2000-01-01,02/24/2019,02/24/2019,2000-01-01,1,Day,Sensitive,24 months,15g,5.0,4210.0,solid,Teens,5.0,box,Yes,None
36771,Gen Nude Eyeshadow,59619.0,Ahhh,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,60097,Titanium dioxide,03/08/2019,08/22/2019,2000-01-01,03/08/2019,03/08/2019,2000-01-01,1,Both,Dry,24 months,100ml,4.0,2405.0,solid,Teens,20.0,jar,Yes,Eco-Friendly
33677,Palette Pro Eyeshadow Palette (Tropic Like It's Hot),51324.0,Shade 7,1000,MAESA LLC,Collab,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,54485,Titanium dioxide,08/01/2018,08/01/2018,2000-01-01,08/01/2018,08/01/2018,2000-01-01,1,Day,Sensitive,36 months,200ml,2.0,3683.0,cream,Men,13.0,tube,Yes,Eco-Friendly
30733,JORDANA EYE PRIMER BASE,47177.0,,1159,MILANI COSMETICS,JORDANA,44,Makeup Products (non-permanent),50,Foundations and Bases,776,13463-67-7,49932,"Silica, crystalline (airborne particles of respirable size)",06/08/2017,06/08/2017,2000-01-01,06/08/2017,06/08/2017,2000-01-01,2,Day,Dry,36 months,200ml,4.0,4931.0,cream,Adults,28.0,jar,Yes,Vegan
14406,NARS Multiple Tint,20070.0,Turks & Caicos,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,22061,Titanium dioxide,06/30/2010,11/21/2014,2000-01-01,06/30/2010,08/11/2014,2000-01-01,1,Night,Oily,24 months,15g,4.0,3579.0,powder,Women,22.0,tube,Yes,Cruelty-Free
36492,LIMITLESS MASTER EYE PALETTE #CHAPTER 1,57584.0,BARE,1163,Memebox Corporation,PONY EFFECT,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,59368,Titanium dioxide,02/11/2019,04/09/2019,2000-01-01,02/11/2019,02/11/2019,2000-01-01,2,Both,Oily,12 months,15g,2.0,815.0,gel,Children,23.0,box,No,None
36054,Revlonissimo Colorsmetique Intense Blonde,55366.0,Beige,23,Revlon Consumer Product Corporation,Revlon Professional,32,Hair Coloring Products,43,Other Hair Coloring Product,656,13463-67-7,58091,Titanium dioxide,01/03/2019,01/03/2019,2000-01-01,01/03/2019,01/03/2019,2000-01-01,1,Both,Sensitive,24 months,200ml,1.0,4577.0,gel,Adults,28.0,bottle,No,None
14016,Kiss and Tell Lip Gloss,19334.0,Tell All,628,"Ulta Salon, Cosmetics & Fragrance, Inc.",Ulta,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,21632,Titanium dioxide,06/29/2010,12/30/2010,2000-01-01,06/29/2010,06/29/2010,2000-01-01,1,Night,Normal,24 months,100ml,4.0,37.0,gel,Teens,16.0,bottle,Yes,None
18062,Signature Shimmer Fizz Body Mousse,27852.0,Wild Citrus Sunflower,435,Bath & Body Works,Bath & Body Works,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),656,13463-67-7,31859,Titanium dioxide,05/24/2012,05/24/2012,2000-01-01,09/26/2013,09/26/2013,2000-01-01,2,Night,Oily,24 months,100ml,3.0,2516.0,powder,Men,22.0,tube,No,None
1205,Lasting Cream Eyeshadow,23979.0,Ivory,91,Merle Norman Cosmetics,Merle Norman Cosmetics,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,1326,Titanium dioxide,09/19/2009,07/08/2015,07/08/2015,09/19/2009,09/19/2009,2000-01-01,1,Day,Sensitive,12 months,100ml,2.0,1836.0,powder,Teens,13.0,bottle,Yes,Eco-Friendly
28915,Adorn Lipstick,45039.0,Enchant,361,"Kingdom Animalia, LLC.",Hourglass Cosmetics,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",938,13463-67-7,46931,Retinyl palmitate,09/07/2016,09/07/2016,08/16/2013,09/07/2016,09/07/2016,2000-01-01,2,Night,Normal,12 months,200ml,3.0,2528.0,liquid,Teens,17.0,box,Yes,Cruelty-Free
26843,Glamoflauge Concealer + Pencil,41214.0,Nude Beige,347,"Xtreme Color, Inc.",Hard Candy,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,42989,Titanium dioxide,09/22/2015,09/22/2015,2000-01-01,09/22/2015,09/22/2015,2000-01-01,1,Day,Dry,12 months,30g,2.0,803.0,powder,Women,12.0,box,No,Eco-Friendly
27614,Purifying Cream Cleanser,,,1081,"La Prairie, Inc.",La Prairie,90,Skin Care Products ,93,Skin Cleansers,1011,119-61-9,45127,Benzophenone,01/29/2016,03/07/2016,2000-01-01,03/07/2016,03/07/2016,2000-01-01,2,Day,Normal,24 months,50ml,3.0,176.0,solid,Children,7.0,box,Yes,None
23918,ALE Colour Gels,36524.0,BUBBLE GUM 43,813,Alessandro International GmbH,alessandro International ,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,36747,Titanium dioxide,10/23/2014,11/02/2014,2000-01-01,10/24/2014,10/24/2014,2000-01-01,1,Night,Dry,24 months,50ml,5.0,4008.0,powder,Adults,14.0,box,No,Cruelty-Free
19401,Concentrated Calming Lotion,28937.0,Cranberry,887,"Demeter Fragrance Library, Inc.",Demeter,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),893,79-81-2,29459,Vitamin A palmitate,02/04/2013,02/04/2013,2000-01-01,02/04/2013,02/04/2013,2000-01-01,1,Day,Normal,12 months,30g,3.0,1580.0,liquid,Teens,18.0,tube,No,None
22736,READY Eyeshadow,34569.0,Bare Skin,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,34486,Titanium dioxide,04/02/2014,09/27/2019,2000-01-01,04/02/2014,04/02/2014,2000-01-01,1,Day,Dry,36 months,30g,1.0,4157.0,cream,Adults,1.0,jar,No,None
20038,MIRACLE WORKER CONCEALER/MIRACLE WORKER CORRECTOR,29833.0,SHADE #5,841,Philosophy,Philosophy,44,Makeup Products (non-permanent),172,Makeup Preparations,656,13463-67-7,30405,Titanium dioxide,05/18/2013,07/20/2013,2000-01-01,05/18/2013,05/18/2013,2000-01-01,2,Night,Dry,12 months,15g,5.0,2220.0,solid,Teens,7.0,jar,Yes,Eco-Friendly
19189,Night Out Shimmer Body Mist,,,372,American International Industries,Body Drench,90,Skin Care Products ,101,Skin Fresheners,1046,102-71-6,29207,Triethanolamine,12/28/2012,12/28/2012,2000-01-01,12/28/2012,12/28/2012,2000-01-01,1,Night,Oily,12 months,50ml,2.0,4780.0,cream,Teens,29.0,box,Yes,Vegan
13985,Ultimate Brows Pencil,19292.0,Ash Blonde,628,"Ulta Salon, Cosmetics & Fragrance, Inc.",Ulta,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,21589,Titanium dioxide,06/29/2010,12/30/2010,2000-01-01,06/29/2010,06/29/2010,2000-01-01,1,Night,Oily,12 months,100ml,5.0,4424.0,powder,Teens,12.0,jar,No,None
7062,Polishing mousse cleanser,,,301,Yves Rocher Inc.,Inositol Vegetal,90,Skin Care Products ,93,Skin Cleansers,656,13463-67-7,11073,Titanium dioxide,11/18/2009,11/08/2013,06/08/2012,11/18/2009,11/18/2009,2000-01-01,1,Both,Oily,36 months,30g,4.0,2381.0,liquid,Adults,21.0,box,Yes,None
30993,Clarifying Body Wash Pink Grapefruit,,,1092,"Vi-Jon, Inc",Equate,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,50338,Titanium dioxide,06/22/2017,06/22/2017,2000-01-01,06/22/2017,06/22/2017,2000-01-01,1,Both,Dry,36 months,100ml,2.0,4555.0,gel,Adults,8.0,jar,No,None
3178,JUMBO LIP PENCIL,6529.0,PECAN,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,5598,Titanium dioxide,10/09/2009,12/30/2010,2000-01-01,10/09/2009,10/09/2009,2000-01-01,2,Both,Oily,36 months,100ml,4.0,4346.0,gel,Teens,17.0,jar,No,Cruelty-Free
31497,auto eyebrow pencil 3,,,1076,AMOREPACIFIC US INC.,Innisfree,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,51153,Titanium dioxide,08/14/2017,05/01/2018,2000-01-01,08/14/2017,08/14/2017,2000-01-01,1,Day,Normal,24 months,30g,5.0,228.0,cream,Men,1.0,jar,Yes,Cruelty-Free
41473,Bath & Body Works Diamond Shimmer Mist,64928.0,Snowflakes & Cashmere,435,Bath & Body Works,Bath & Body Works,12,Fragrances,17,Other Fragrances,656,13463-67-7,67962,Titanium dioxide,05/18/2020,05/18/2020,2000-01-01,05/18/2020,05/18/2020,2000-01-01,1,Both,Oily,36 months,30g,5.0,862.0,liquid,Teens,4.0,tube,No,None
26341,Love Flush Long-Lasting 16-Hours Blush- Baby Love,,,943,Too Faced Cosmetics,Too Faced,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,41610,Titanium dioxide,06/02/2015,06/02/2015,2000-01-01,06/02/2015,06/02/2015,2000-01-01,1,Day,Normal,12 months,15g,1.0,1392.0,liquid,Women,6.0,box,No,Cruelty-Free
19365,Lash Lifter Gel Volume Mascara,28822.0,Blacquer,886,"Kendo Holdings, Inc.",Marc Jacobs,44,Makeup Products (non-permanent),162,Mascara/Eyelash Products,104,1333-86-4,29395,"Carbon black (airborne, unbound particles of respirable size)",01/24/2013,08/31/2016,2000-01-01,01/24/2013,01/24/2013,2000-01-01,1,Day,Dry,12 months,50ml,3.0,4605.0,gel,Women,11.0,box,No,None
18092,13ml Nail Polish,27935.0,Peach,839,GDCP International Ltd,Donna Michelle,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,28033,Titanium dioxide,06/17/2012,07/04/2012,2000-01-01,07/04/2012,07/04/2012,2000-01-01,1,Night,Sensitive,12 months,50ml,4.0,2372.0,cream,Men,16.0,bottle,No,None
27646,Cellular Lip Renewal Concentrate,,,1081,"La Prairie, Inc.",La Prairie,44,Makeup Products (non-permanent),51,Lip Balm (making a cosmetic claim),656,13463-67-7,44853,Titanium dioxide,02/05/2016,03/04/2016,07/01/2013,02/05/2016,02/05/2016,2000-01-01,2,Night,Normal,36 months,200ml,2.0,2599.0,gel,Adults,22.0,bottle,No,Organic
15001,Lipstick,20970.0,Maple,562,The Boots Company PLC,Boots Botanics,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,22981,Titanium dioxide,08/03/2010,10/16/2013,10/21/2011,08/03/2010,08/03/2010,2000-01-01,1,Night,Dry,36 months,100ml,4.0,1215.0,liquid,Children,15.0,box,Yes,Eco-Friendly
23786,"CoverGirl Ready, Set Gorgeous Fresh Complexion Powder Foundation",36248.0,Medium-Deep,86,The Procter & Gamble Company,CoverGirl,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,36358,Titanium dioxide,10/09/2014,10/10/2018,10/02/2016,10/09/2014,10/09/2014,2000-01-01,1,Night,Dry,36 months,30g,5.0,431.0,solid,Teens,10.0,tube,No,Vegan
15185,Stay Perfect Shadow Palette,21282.0,Rainforest Tender Coral,562,The Boots Company PLC,No7,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,23395,Titanium dioxide,08/26/2010,11/01/2013,11/01/2013,08/26/2010,08/26/2010,2000-01-01,1,Night,Sensitive,24 months,200ml,5.0,798.0,gel,Men,29.0,jar,No,Organic
34101,SEPHORA - FOND DE TEINT MAT PERFECTION / MATTE PERFECTION FOUNDATION,52804.0,54. Truffe / Truffle,198,S+,SEPHORA,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,55173,Titanium dioxide,08/31/2018,08/31/2018,2000-01-01,08/31/2018,08/31/2018,2000-01-01,1,Both,Oily,12 months,200ml,1.0,4364.0,liquid,Adults,18.0,bottle,No,None
2548,Sally Hansen Maximum Growth Cuticle Pen - Cuticle and Nail Moisture Treatment,,,171,Coty,Sally Hansen,59,Nail Products,63,Nail Creams and Lotions,773,79-81-2,3742,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",10/07/2009,10/07/2009,2000-01-01,10/07/2009,10/07/2009,2000-01-01,1,Both,Normal,24 months,30g,4.0,1877.0,gel,Adults,25.0,box,No,Eco-Friendly
19410,Con-Fuchsion Lacquer,,,372,American International Industries,IBD,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,29512,Titanium dioxide,02/04/2013,02/04/2013,2000-01-01,02/04/2013,02/04/2013,2000-01-01,1,Day,Normal,24 months,100ml,1.0,966.0,powder,Adults,11.0,tube,No,Organic
4190,Rimmel - Lasting Finish Intense Wear Lipstick,8780.0,Dizzy,171,Coty,Rimmel - London,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,7442,Titanium dioxide,10/13/2009,12/01/2011,2000-01-01,10/13/2009,10/13/2009,2000-01-01,1,Both,Normal,24 months,100ml,5.0,1696.0,gel,Children,6.0,bottle,No,Cruelty-Free
1255,Lip Pencil Plus,1663.0,Sparkling Wine,91,Merle Norman Cosmetics,Merle Norman Cosmetics,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,1377,Titanium dioxide,09/20/2009,07/07/2015,2000-01-01,09/20/2009,09/20/2009,2000-01-01,1,Night,Oily,24 months,30g,3.0,3457.0,liquid,Adults,4.0,bottle,Yes,None
16348,Signature Collection Creamy Body Scrub,31919.0,Honey Autumn Apple,435,Bath & Body Works,Bath & Body Works,90,Skin Care Products ,93,Skin Cleansers,656,13463-67-7  ,25311,Titanium dioxide,03/28/2011,11/11/2013,2000-01-01,03/28/2011,03/28/2011,2000-01-01,1,Night,Normal,12 months,200ml,3.0,294.0,liquid,Adults,7.0,box,Yes,None
2514,BLACK LABEL LIPSTICK,5220.0,SUMMER IN HAMPTON,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,3463,Titanium dioxide,10/06/2009,12/30/2010,2000-01-01,10/06/2009,10/06/2009,10/06/2009,2,Day,Sensitive,12 months,50ml,4.0,110.0,liquid,Women,12.0,bottle,No,None
18404,Enhancer Eyeliner Pencil Wine,,,372,American International Industries,Salon Perfect,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,28277,Titanium dioxide,08/14/2012,08/14/2012,2000-01-01,08/14/2012,08/14/2012,2000-01-01,1,Both,Dry,36 months,50ml,5.0,3789.0,gel,Men,26.0,bottle,No,Cruelty-Free
4346,Definition Lip Pencil,8940.0,Sugarplum,206,"Melaleuca, Inc.",Sei Bella - Confidential,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,7806,Titanium dioxide,10/14/2009,06/25/2014,2000-01-01,10/14/2009,10/14/2009,2000-01-01,1,Day,Dry,12 months,30g,5.0,2565.0,liquid,Children,4.0,tube,No,Eco-Friendly
32425,SEPHORA - COLOR HIT VERNIS A ONGLES / COLOR HIT NAIL POLISH,48221.0,L179 Flirting game,198,S+,SEPHORA,59,Nail Products,65,Nail Polish and Enamel,894,14807-96-6,52207,Talc,12/12/2017,12/12/2017,2000-01-01,12/12/2017,12/12/2017,2000-01-01,4,Day,Sensitive,12 months,30g,3.0,3560.0,cream,Teens,26.0,jar,No,Eco-Friendly
21067,ck one powder eye shadow,31687.0,FEARLESS,171,Coty,ck one color,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,32063,Titanium dioxide,10/07/2013,01/31/2019,2000-01-01,10/07/2013,10/07/2013,2000-01-01,1,Night,Normal,36 months,100ml,4.0,706.0,powder,Women,3.0,box,Yes,Organic
23906,Dolce & Gabbana Perfect Luminous Creamy Foundation,36418.0,Soft Tan,86,The Procter & Gamble Company,Dolce & Gabbana,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,36629,Titanium dioxide,10/22/2014,10/17/2018,03/31/2017,10/22/2014,10/22/2014,2000-01-01,1,Night,Oily,36 months,200ml,2.0,3735.0,liquid,Teens,21.0,jar,No,Organic
13018,Auto Eyeliner Pencil,18511.0,Black Brown,546,"Beauty 21 Cosmetics, Inc.",L.A. Colors,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,20374,Titanium dioxide,06/23/2010,12/30/2010,2000-01-01,06/23/2010,06/23/2010,2000-01-01,1,Both,Oily,36 months,100ml,4.0,1697.0,liquid,Adults,19.0,box,Yes,None
13820,FOREVER SHINE 01,,,609,AROMCA S.A,ERRE DUE,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,21369,Titanium dioxide,06/29/2010,06/29/2010,2000-01-01,06/29/2010,06/29/2010,2000-01-01,2,Both,Sensitive,12 months,50ml,1.0,992.0,solid,Men,8.0,bottle,No,Eco-Friendly
36163,Mineral Blush Matte,55683.0,Adobe,1279,Your Name Professional Brands,Your Name Professional Brands,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,58254,Titanium dioxide,01/11/2019,01/11/2019,2000-01-01,01/11/2019,01/11/2019,2000-01-01,2,Both,Dry,36 months,200ml,5.0,2399.0,liquid,Adults,13.0,tube,Yes,Organic
36407,POUT IT OUT LIPSTICK,57214.0,Sensual Suede,23,Revlon Consumer Product Corporation,SINFUL COLORS,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,58911,Titanium dioxide,02/05/2019,02/05/2019,2000-01-01,02/05/2019,02/05/2019,2000-01-01,1,Day,Oily,36 months,30g,4.0,2392.0,powder,Adults,19.0,tube,No,Eco-Friendly
14401,NARS Pure Matte Lipstick,37177.0,Peloponnese	,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,22056,Titanium dioxide,06/30/2010,10/27/2015,2000-01-01,06/30/2010,08/11/2014,2000-01-01,1,Day,Normal,36 months,50ml,5.0,354.0,cream,Men,18.0,jar,No,Cruelty-Free
21917,Femme Couture Eternal Color Intense Silky Shadow (all shades),,,1093,Arcadia Beauty Labs LLC,Femme Couture,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,33338,Titanium dioxide,12/27/2013,05/06/2016,2000-01-01,12/27/2013,12/27/2013,2000-01-01,1,Both,Sensitive,36 months,30g,2.0,4766.0,powder,Teens,21.0,bottle,Yes,Vegan
25914,Nail Polish (Perrectly Polished),,,1000,MAESA LLC,Bongo,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,40505,Titanium dioxide,04/02/2015,10/30/2015,04/02/2015,04/02/2015,04/02/2015,2000-01-01,3,Both,Normal,24 months,50ml,1.0,818.0,powder,Teens,13.0,tube,No,None
7042,Extra-volume mascara,,,301,Yves Rocher Inc.,Couleurs Nature,44,Makeup Products (non-permanent),162,Mascara/Eyelash Products,656,13463-67-7,11053,Titanium dioxide,11/18/2009,11/08/2013,04/17/2013,11/18/2009,11/18/2009,2000-01-01,1,Day,Sensitive,36 months,100ml,1.0,3320.0,gel,Teens,10.0,jar,No,Vegan
16085,Heidi Klum for VS Makeup Eye Shadow Palette Hidden Palace,,,556,Victoria's Secret Beauty,Victoria's Secret Beauty,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,24516,Titanium dioxide,02/16/2011,12/16/2013,02/01/2010,02/16/2011,12/16/2013,2000-01-01,1,Both,Sensitive,24 months,100ml,3.0,960.0,liquid,Children,17.0,bottle,Yes,None
23039,Sakura Spring,,,908,"Rituals Cosmetics USA, Inc.",RITUALS,6,Bath Products,159,Body Washes and Soaps,969,13463-67-7,35029,Cocamide DEA,07/11/2014,01/25/2018,12/31/2017,07/11/2014,01/15/2016,10/01/2015,0,Day,Dry,24 months,30g,5.0,2152.0,powder,Women,2.0,bottle,No,None
14894,Vitamin E Cream,,,706,Puritan's Pride,Puritan's Pride,90,Skin Care Products ,97,Nighttime Skin Care,759,13463-67-7,22808,"Mineral oils, untreated and mildly treated",07/26/2010,07/26/2010,2000-01-01,07/26/2010,07/26/2010,2000-01-01,1,Night,Oily,24 months,200ml,2.0,2795.0,solid,Teens,28.0,tube,Yes,Vegan
33777,NATURALLY YOURS EYESHADOW PALETTE (SMOOTH HARMONY),51397.0,SMOOTH HARMONY,1218,ZOEVA GmbH,ZOEVA,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,54619,Titanium dioxide,08/03/2018,08/03/2018,2000-01-01,08/03/2018,08/03/2018,2000-01-01,2,Night,Oily,24 months,15g,4.0,619.0,liquid,Adults,4.0,jar,No,None
16787,Sun Kissed Bronze Shimmer Powder - Arabian Nights,,,562,The Boots Company PLC,No7,106,Sun-Related Products,108,Suntan Enhancers,773,79-81-2,26122,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",06/30/2011,10/17/2013,06/30/2011,06/30/2011,06/30/2011,2000-01-01,2,Both,Normal,36 months,50ml,1.0,3248.0,liquid,Adults,10.0,jar,No,Eco-Friendly
